Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
3/26/2021 9:30 PM,23 C,19 C,78 %,SE,6 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/26/2021 10:00 PM,23 C,19 C,78 %,ESE,7 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Partly Cloudy
3/26/2021 10:30 PM,22 C,20 C,88 %,CALM,0 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Mostly Cloudy
3/26/2021 11:00 PM,22 C,20 C,88 %,CALM,0 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Mostly Cloudy
3/26/2021 11:30 PM,22 C,20 C,88 %,SSW,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 12:00 AM,23 C,20 C,83 %,SSW,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Light Rain Shower
3/27/2021 12:30 AM,22 C,20 C,88 %,ESE,11 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 1:00 AM,22 C,20 C,88 %,E,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 1:30 AM,21 C,19 C,88 %,W,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 2:00 AM,21 C,20 C,94 %,SSW,11 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 2:30 AM,21 C,19 C,88 %,S,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 3:00 AM,21 C,19 C,88 %,SSW,11 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 3:30 AM,20 C,19 C,94 %,SW,11 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 4:00 AM,20 C,18 C,88 %,SW,11 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 4:30 AM,21 C,19 C,88 %,SSW,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Partly Cloudy
3/27/2021 5:00 AM,20 C,18 C,88 %,SW,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/27/2021 5:30 AM,20 C,18 C,88 %,S,7 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/27/2021 6:00 AM,20 C,18 C,88 %,SSW,7 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 6:30 AM,20 C,19 C,94 %,SSW,9 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 7:00 AM,21 C,19 C,88 %,SW,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Mostly Cloudy
3/27/2021 7:30 AM,22 C,20 C,88 %,SSW,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Partly Cloudy
3/27/2021 8:00 AM,23 C,20 C,83 %,SW,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 8:30 AM,25 C,20 C,74 %,SW,13 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 9:00 AM,25 C,20 C,74 %,WSW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 9:30 AM,25 C,19 C,69 %,NW,7 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 10:00 AM,26 C,18 C,61 %,NW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 10:30 AM,27 C,19 C,61 %,N,15 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Partly Cloudy
3/27/2021 11:00 AM,27 C,19 C,61 %,NNE,17 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Partly Cloudy
3/27/2021 11:30 AM,28 C,20 C,62 %,NNE,17 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Partly Cloudy
3/27/2021 12:00 PM,26 C,18 C,61 %,NNE,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Partly Cloudy
3/27/2021 12:30 PM,27 C,19 C,61 %,NNE,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/27/2021 1:00 PM,28 C,18 C,54 %,NE,19 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 1:30 PM,27 C,20 C,65 %,NE,20 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 2:00 PM,28 C,20 C,62 %,NNE,22 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 2:30 PM,27 C,19 C,61 %,NE,24 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 3:00 PM,27 C,19 C,61 %,NNE,24 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/27/2021 3:30 PM,27 C,19 C,61 %,NNE,26 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/27/2021 4:00 PM,26 C,20 C,69 %,NNE,26 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/27/2021 4:30 PM,26 C,20 C,69 %,NNE,22 km/h,0 km/h,"1,010.52 hPa",0.0 mm,Fair
3/27/2021 5:00 PM,25 C,20 C,74 %,NNE,24 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 5:30 PM,25 C,19 C,69 %,NNE,24 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 6:00 PM,25 C,20 C,74 %,NNE,20 km/h,0 km/h,"1,011.52 hPa",0.0 mm,Fair
3/27/2021 6:30 PM,25 C,20 C,74 %,NNE,20 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/27/2021 7:00 PM,25 C,20 C,74 %,N,17 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/27/2021 7:30 PM,24 C,19 C,73 %,N,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/27/2021 8:00 PM,24 C,19 C,73 %,N,17 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/27/2021 8:30 PM,24 C,19 C,73 %,N,15 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/27/2021 9:00 PM,24 C,19 C,73 %,NW,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 9:30 PM,23 C,19 C,78 %,WNW,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 10:00 PM,23 C,19 C,78 %,WNW,6 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 10:30 PM,23 C,19 C,78 %,N,6 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 11:00 PM,23 C,18 C,73 %,N,17 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/27/2021 11:30 PM,22 C,18 C,78 %,NNW,7 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 12:00 AM,22 C,18 C,78 %,N,6 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 12:30 AM,22 C,18 C,78 %,N,7 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 1:00 AM,21 C,18 C,83 %,NW,7 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 1:30 AM,20 C,18 C,88 %,WNW,7 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 2:00 AM,20 C,18 C,88 %,CALM,0 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 2:30 AM,19 C,17 C,88 %,CALM,0 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 3:00 AM,19 C,18 C,94 %,CALM,0 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 3:30 AM,19 C,17 C,88 %,NW,2 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 4:00 AM,19 C,18 C,94 %,SSW,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 4:30 AM,19 C,17 C,88 %,SSW,9 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 5:00 AM,18 C,17 C,94 %,SW,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 5:30 AM,18 C,16 C,88 %,WSW,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 6:00 AM,17 C,16 C,94 %,SW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 6:30 AM,19 C,17 C,88 %,SW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 7:00 AM,20 C,17 C,83 %,SSW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 7:30 AM,21 C,17 C,78 %,SW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 8:00 AM,22 C,17 C,73 %,WSW,9 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 8:30 AM,24 C,16 C,61 %,W,7 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 9:00 AM,26 C,16 C,54 %,SW,9 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 9:30 AM,27 C,16 C,51 %,SW,13 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 10:00 AM,28 C,15 C,45 %,SW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Partly Cloudy
3/28/2021 10:30 AM,28 C,13 C,39 %,SW,13 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Partly Cloudy
3/28/2021 11:00 AM,29 C,12 C,35 %,SSW,7 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/28/2021 11:30 AM,30 C,12 C,33 %,WSW,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 12:00 PM,29 C,12 C,35 %,NNE,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/28/2021 12:30 PM,30 C,10 C,29 %,NNE,13 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 1:00 PM,30 C,12 C,33 %,SW,20 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 1:30 PM,31 C,11 C,29 %,SW,15 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 2:00 PM,30 C,11 C,31 %,WSW,13 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 2:30 PM,30 C,11 C,31 %,E,9 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 3:00 PM,28 C,15 C,45 %,NE,11 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 3:30 PM,28 C,18 C,54 %,ENE,19 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 4:00 PM,27 C,17 C,54 %,E,15 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 4:30 PM,26 C,17 C,57 %,ESE,13 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 5:00 PM,25 C,17 C,61 %,ESE,13 km/h,0 km/h,"1,012.52 hPa",0.0 mm,Fair
3/28/2021 5:30 PM,25 C,18 C,65 %,ESE,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 6:00 PM,25 C,18 C,65 %,ESE,13 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 6:30 PM,25 C,19 C,69 %,ESE,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 7:00 PM,25 C,20 C,74 %,ESE,11 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/28/2021 7:30 PM,25 C,20 C,74 %,E,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Cloudy
3/28/2021 8:00 PM,24 C,20 C,78 %,E,7 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Cloudy
3/28/2021 8:30 PM,24 C,20 C,78 %,E,6 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Cloudy
3/28/2021 9:00 PM,24 C,20 C,78 %,CALM,0 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/28/2021 9:30 PM,24 C,20 C,78 %,CALM,0 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/28/2021 10:00 PM,23 C,20 C,83 %,CALM,0 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/28/2021 10:30 PM,23 C,20 C,83 %,CALM,0 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/28/2021 11:00 PM,23 C,20 C,83 %,CALM,0 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/28/2021 11:30 PM,23 C,20 C,83 %,SSW,7 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/29/2021 12:00 AM,23 C,20 C,83 %,S,7 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Cloudy
3/29/2021 12:30 AM,23 C,20 C,83 %,S,7 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 1:00 AM,23 C,19 C,78 %,S,13 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 1:30 AM,23 C,19 C,78 %,S,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Showers in the Vicinity
3/29/2021 2:00 AM,22 C,19 C,83 %,SSW,7 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Showers in the Vicinity
3/29/2021 2:30 AM,21 C,19 C,88 %,SSW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 3:00 AM,21 C,18 C,83 %,SSW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 3:30 AM,21 C,18 C,83 %,SSW,13 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 4:00 AM,20 C,17 C,83 %,SSW,11 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 4:30 AM,19 C,17 C,88 %,SSW,9 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 5:00 AM,19 C,16 C,83 %,SSW,13 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 5:30 AM,19 C,16 C,83 %,SSW,13 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 6:00 AM,18 C,16 C,88 %,SW,13 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 6:30 AM,20 C,16 C,78 %,SSW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 7:00 AM,21 C,17 C,78 %,SSW,15 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 7:30 AM,22 C,17 C,73 %,SSW,17 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 8:00 AM,23 C,17 C,69 %,SW,20 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 8:30 AM,24 C,17 C,65 %,SSW,15 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 9:00 AM,25 C,18 C,65 %,SW,15 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 9:30 AM,26 C,19 C,65 %,S,13 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 10:00 AM,26 C,19 C,65 %,S,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 10:30 AM,27 C,18 C,58 %,ESE,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 11:00 AM,28 C,20 C,62 %,ESE,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 11:30 AM,27 C,18 C,58 %,E,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 12:00 PM,28 C,18 C,54 %,ESE,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 12:30 PM,28 C,17 C,51 %,E,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 1:00 PM,27 C,16 C,51 %,E,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 1:30 PM,27 C,18 C,58 %,E,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 2:00 PM,27 C,19 C,61 %,E,15 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/29/2021 2:30 PM,27 C,19 C,61 %,E,20 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/29/2021 3:00 PM,27 C,19 C,61 %,ESE,19 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/29/2021 3:30 PM,26 C,19 C,65 %,ESE,17 km/h,0 km/h,"1,013.52 hPa",0.0 mm,Fair
3/29/2021 4:00 PM,26 C,19 C,65 %,ESE,17 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 4:30 PM,25 C,18 C,65 %,SE,17 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Fair
3/29/2021 5:00 PM,25 C,18 C,65 %,ESE,15 km/h,0 km/h,"1,014.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 5:30 PM,25 C,18 C,65 %,SE,15 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 6:00 PM,25 C,18 C,65 %,ESE,13 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 6:30 PM,24 C,18 C,69 %,ESE,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 7:00 PM,24 C,18 C,69 %,ESE,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 7:30 PM,24 C,18 C,69 %,ESE,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Fair
3/29/2021 8:00 PM,24 C,17 C,65 %,ESE,7 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/29/2021 8:30 PM,23 C,18 C,73 %,SE,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 9:00 PM,23 C,18 C,73 %,SSE,7 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 9:30 PM,23 C,18 C,73 %,ESE,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 10:00 PM,22 C,18 C,78 %,SSW,9 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/29/2021 10:30 PM,22 C,19 C,83 %,SSW,9 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 11:00 PM,22 C,19 C,83 %,S,9 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
3/29/2021 11:30 PM,22 C,18 C,78 %,S,7 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 12:00 AM,22 C,18 C,78 %,SSW,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 12:30 AM,21 C,18 C,83 %,SSW,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/30/2021 1:00 AM,21 C,18 C,83 %,SSW,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/30/2021 1:30 AM,21 C,18 C,83 %,SSW,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/30/2021 2:00 AM,21 C,18 C,83 %,SSW,7 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/30/2021 2:30 AM,20 C,18 C,88 %,SSW,7 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/30/2021 3:00 AM,20 C,18 C,88 %,SSW,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 3:30 AM,20 C,17 C,83 %,SSW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 4:00 AM,20 C,17 C,83 %,SSW,11 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 4:30 AM,21 C,17 C,78 %,SSW,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 5:00 AM,20 C,17 C,83 %,SW,9 km/h,0 km/h,"1,015.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 5:30 AM,20 C,17 C,83 %,S,9 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Fair
3/30/2021 6:00 AM,20 C,17 C,83 %,SSW,11 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 6:30 AM,20 C,17 C,83 %,SSW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 7:00 AM,21 C,18 C,83 %,SSW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 7:30 AM,22 C,18 C,78 %,SSW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 8:00 AM,22 C,17 C,73 %,S,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 8:30 AM,23 C,16 C,65 %,SSE,20 km/h,39 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 9:00 AM,22 C,16 C,69 %,S,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 9:30 AM,22 C,16 C,69 %,S,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 10:00 AM,23 C,16 C,65 %,SSE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 10:30 AM,23 C,16 C,65 %,SSE,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 11:00 AM,23 C,18 C,73 %,ESE,20 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 11:30 AM,23 C,18 C,73 %,ESE,19 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 12:00 PM,23 C,18 C,73 %,SE,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 12:30 PM,24 C,19 C,73 %,ESE,13 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 1:00 PM,23 C,18 C,73 %,SE,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Light Rain Shower
3/30/2021 1:30 PM,23 C,18 C,73 %,SE,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 1:53 PM,22 C,18 C,78 %,SE,15 km/h,0 km/h,"1,016.52 hPa",0.0 mm,Rain Shower
3/30/2021 2:00 PM,21 C,18 C,83 %,SSE,19 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Heavy Rain Shower
3/30/2021 2:30 PM,22 C,18 C,78 %,SE,19 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 3:00 PM,22 C,19 C,83 %,ESE,20 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 3:30 PM,22 C,18 C,78 %,ESE,17 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 4:00 PM,22 C,18 C,78 %,SE,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Showers in the Vicinity
3/30/2021 4:30 PM,22 C,19 C,83 %,ESE,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Mostly Cloudy
3/30/2021 5:00 PM,22 C,19 C,83 %,E,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 5:30 PM,22 C,18 C,78 %,E,9 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 6:00 PM,22 C,18 C,78 %,SE,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/30/2021 6:30 PM,22 C,18 C,78 %,ESE,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/30/2021 7:00 PM,22 C,18 C,78 %,SE,17 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/30/2021 7:30 PM,22 C,18 C,78 %,SE,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/30/2021 8:00 PM,22 C,17 C,73 %,SE,17 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/30/2021 8:30 PM,21 C,17 C,78 %,SSE,13 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/30/2021 9:00 PM,21 C,17 C,78 %,S,11 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/30/2021 9:30 PM,20 C,17 C,83 %,S,9 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/30/2021 10:00 PM,20 C,17 C,83 %,SSW,9 km/h,0 km/h,"1,019.52 hPa",0.0 mm,Fair
3/30/2021 10:30 PM,20 C,17 C,83 %,S,7 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/30/2021 11:00 PM,19 C,17 C,88 %,SSW,6 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/30/2021 11:30 PM,19 C,17 C,88 %,SSW,6 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 12:00 AM,19 C,17 C,88 %,SSW,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 12:30 AM,18 C,16 C,88 %,SSW,9 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/31/2021 1:00 AM,18 C,16 C,88 %,SW,11 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
3/31/2021 1:30 AM,18 C,15 C,83 %,SW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 2:00 AM,18 C,15 C,83 %,SSW,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 2:30 AM,17 C,15 C,88 %,SSW,9 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 3:00 AM,18 C,15 C,83 %,SSW,13 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 3:30 AM,18 C,15 C,83 %,SSW,13 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 4:00 AM,18 C,15 C,83 %,S,11 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 4:30 AM,18 C,15 C,83 %,SSW,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 5:00 AM,18 C,15 C,83 %,SSW,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 5:30 AM,17 C,15 C,88 %,SSW,15 km/h,0 km/h,"1,017.52 hPa",0.0 mm,Fair
3/31/2021 6:00 AM,17 C,14 C,82 %,SSW,13 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Fair
3/31/2021 6:30 AM,18 C,15 C,83 %,SSW,15 km/h,0 km/h,"1,018.52 hPa",0.0 mm,Partly Cloudy
